path,line_count,bucket,waived,waiver_status,waiver_baseline_lines
src/minigpt/model_capability_required_term_pair_equals_surface_repair_comparison.py,284,within_limit,False,not_waived,
src/minigpt/model_capability_route_promotion_bounded_objective_decoder_anchor_probe.py,284,within_limit,False,not_waived,
src/minigpt/model_capability_route_promotion_bounded_real_replay_decoder_anchor_rebalanced_failure_diagnostic.py,284,within_limit,False,not_waived,
src/minigpt/promoted_training_scale_seed_handoff_html_stats.py,284,within_limit,False,not_waived,
src/minigpt/promoted_training_scale_seed_sections.py,284,within_limit,False,not_waived,
src/minigpt/randomized_holdout_publication_receipt_packet_index_publication_receipt_index_receipt_index_v989.py,284,within_limit,False,not_waived,
src/minigpt/randomized_holdout_publication_receipt_packet_index_publication_receipt_index_v985.py,284,within_limit,False,not_waived,
src/minigpt/grok_logit_freq_v1190.py,283,within_limit,False,not_waived,
src/minigpt/training_portfolio_comparison_portfolio.py,283,within_limit,False,not_waived,
src/minigpt/bounded_objective_loss_signal_bridge_target_only_memory_stabilized_loss_suffix_uptake_stagnation_diagnostic.py,282,within_limit,False,not_waived,
src/minigpt/model_capability_cadence.py,282,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_loss_alias_segment_audit.py,282,within_limit,False,not_waived,
src/minigpt/bounded_objective_loss_signal_bridge_target_only_memory_tokenizer_coverage_aware_holdout_suite.py,281,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_real_execution.py,281,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_prompt_separation_audit_artifacts.py,279,within_limit,False,not_waived,
scripts/check_archive_runs_inventory.py,278,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_decoding_sweep_artifacts.py,277,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_loss_branch_batch_closeout.py,277,within_limit,False,not_waived,
src/minigpt/promoted_training_scale_seed_handoff_receipt_contract_check_render.py,277,within_limit,False,not_waived,
tests/test_model_capability_required_term_pair_capacity_sweep.py,277,within_limit,False,not_waived,
src/minigpt/baseline_candidate_threshold_boundary_gate_check.py,276,within_limit,False,not_waived,
src/minigpt/target_hidden_prompt_mutation_holdout_replay_review.py,276,within_limit,False,not_waived,
src/minigpt/training_scale_plan_artifacts.py,276,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_loss_branch_sweep_artifacts.py,275,within_limit,False,not_waived,
src/minigpt/eval_suite_artifacts.py,274,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_route_closeout_summary.py,274,within_limit,False,not_waived,
src/minigpt/model_capability_route_promotion_bounded_objective_decoder_anchor_policy_replay.py,274,within_limit,False,not_waived,
src/minigpt/promoted_training_scale_seed_handoff_markdown.py,274,within_limit,False,not_waived,
src/minigpt/target_hidden_prompt_mutation_holdout_suite.py,274,within_limit,False,not_waived,
src/minigpt/model_capability_route_promotion_bounded_objective_replay_zero_hit_diagnostic.py,273,within_limit,False,not_waived,
src/minigpt/randomized_holdout_publication_registry_downstream_consumer_ack_bundle_publication_receipt_packet_index.py,273,within_limit,False,not_waived,
src/minigpt/benchmark_history_artifacts.py,272,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_route_heldout_replay.py,272,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_surface_first_failure_analysis.py,272,within_limit,False,not_waived,
src/minigpt/model_capability_route_promotion_bounded_real_replay_decoder_anchor_checkpoint_comparison.py,272,within_limit,False,not_waived,
scripts/_engineering_health.py,271,within_limit,False,not_waived,
src/minigpt/bounded_objective_loss_signal_bridge_target_only_memory_completion_surface_stabilization_patch.py,271,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_aligned_candidate_seed_stability.py,271,within_limit,False,not_waived,
src/minigpt/model_capability_route_promotion_bounded_objective_unassisted_repair_seed_revision_curriculum_patch_shape_migration_diagnostic.py,271,within_limit,False,not_waived,
src/minigpt/randomized_holdout_publication_registry_downstream_consumer_ack_bundle_publication_receipt_packet_index_publication_receipt_packet.py,271,within_limit,False,not_waived,
src/minigpt/randomized_holdout_publication_registry_downstream_consumer_ack_bundle_publication_receipt_packet_index_publication_receipt_packet_index_publication_receipt_packet.py,271,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_seed_coverage_tradeoff.py,270,within_limit,False,not_waived,
src/minigpt/grok_wd_law_check_v1184.py,269,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_contrast_free_training_artifacts.py,269,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_seed_config_heldout_gap_artifacts.py,269,within_limit,False,not_waived,
src/minigpt/dataset_card.py,268,within_limit,False,not_waived,
src/minigpt/model_capability_required_term_pair_capacity_sweep_artifacts.py,268,within_limit,False,not_waived,
